"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"";"TimeIntervalAssignment to SpecificationConditionAssignment (as assignedTo)";"";"";"";""
"";"TimeIntervalAssignment to SpecificationInclusion (as assignedTo)";"";"";"";""
"";"TimeIntervalAssignment to SpecificationInclusionAssignment (as assignedTo)";"";"";"";""
"";"TimeIntervalAssignment to StyledModel (as assignedTo)";"";"";"";""
"";"TimeIntervalAssignment to SubsetMember (as assignedTo)";"";"";"";""
"";"TimeIntervalAssignment to TimeIntervalAssignment (as assignedTo)";"";"";"";""
"";"TimeIntervalAssignment to ViewOccurrenceRelationship (as assignedTo)";"";"";"";""
"";"TimeIntervalAssignment to WorkOrder (as assignedTo)";"";"";"";""
"";"TimeIntervalAssignment to WorkOrderAssignment (as assignedTo)";"";"";"";""
"";"TimeIntervalAssignment to WorkRequest (as assignedTo)";"";"";"";""
"";"TimeIntervalAssignment to WorkRequestAssignment (as assignedTo)";"";"";"";""
"";"TimeIntervalAssignment to Classification (as classifiedAs)";"";"";"";""
"";"TimeIntervalAssignment to CharacterString (as description)";"";"";"";""
"";"TimeIntervalAssignment to Descriptor (as description)";"";"";"";""
"";"TimeIntervalAssignment to DescriptorSet (as description)";"";"";"";""
"";"TimeIntervalAssignment to LocalizedString (as description)";"";"";"";""
"";"TimeIntervalAssignment to TranslatedStringSet (as description)";"";"";"";""
"";"TimeIntervalAssignment to Identifier (as id)";"";"";"";""
"";"TimeIntervalAssignment to IdentifierSet (as id)";"";"";"";""
"";"TimeIntervalAssignment to IdentifierString (as id)";"";"";"";""
"";"TimeIntervalAssignment to Class (as role)";"";"";"";""
"";"TimeIntervalAssignment to ClassString (as role)";"";"";"";""
"";"TimeIntervalAssignment to ExternalClass (as role)";"";"";"";""
"";"TimeIntervalAssignment to ExternalOwlClass (as role)";"";"";"";""
"TimeIntervalRelationship";"";"";"";"";""
"";"TimeIntervalRelationship to Classification (as classifiedAs)";"";"";"";""
"";"TimeIntervalRelationship to CharacterString (as description)";"";"";"";""
"";"TimeIntervalRelationship to Descriptor (as description)";"";"";"";""
"";"TimeIntervalRelationship to DescriptorSet (as description)";"";"";"";""
"";"TimeIntervalRelationship to LocalizedString (as description)";"";"";"";""
"";"TimeIntervalRelationship to TranslatedStringSet (as description)";"";"";"";""
"";"TimeIntervalRelationship to Identifier (as id)";"";"";"";""
"";"TimeIntervalRelationship to IdentifierSet (as id)";"";"";"";""
"";"TimeIntervalRelationship to IdentifierString (as id)";"";"";"";""
"";"TimeIntervalRelationship to TimeInterval (as related)";"";"";"";""
"";"TimeIntervalRelationship to TimeInterval (as relating)";"";"";"";""
"";"TimeIntervalRelationship to Class (as relationType)";"";"";"";""
"";"TimeIntervalRelationship to ClassString (as relationType)";"";"";"";""
"";"TimeIntervalRelationship to ExternalClass (as relationType)";"";"";"";""
"";"TimeIntervalRelationship to ExternalOwlClass (as relationType)";"";"";"";""
"TimeIntervalWithBounds";"";"";"";"";""
"";"TimeIntervalWithBounds to Duration (as duration)";"";"";"";""
"";"TimeIntervalWithBounds to DateTimeString (as primaryBound)";"";"";"";""
"";"TimeIntervalWithBounds to Event (as primaryBound)";"";"";"";""
"";"TimeIntervalWithBounds to DateTimeString (as secondaryBound)";"";"";"";""
"";"TimeIntervalWithBounds to Event (as secondaryBound)";"";"";"";""
"TimeIntervalWithId";"";"";"";"";""
"";"TimeIntervalWithId to Identifier (as id)";"";"";"";""
"";"TimeIntervalWithId to IdentifierSet (as id)";"";"";"";""
"";"TimeIntervalWithId to IdentifierString (as id)";"";"";"";""
